id,username,type,graduation_date,cgpa,entryyear,entrytype,left_date
1897,N21134295,6,NULL,NULL,2021,1,NULL
1898,N21134353,6,NULL,NULL,2021,1,NULL
1899,N21134953,6,NULL,NULL,2021,1,NULL
1900,N21134995,6,NULL,NULL,2021,1,NULL
1901,N21135120,6,NULL,NULL,2021,1,NULL
1903,N21135418,6,NULL,NULL,2021,1,NULL
1905,N21136128,6,NULL,NULL,2021,1,NULL
1906,N21136196,6,NULL,NULL,2021,1,NULL
1907,N21136707,6,NULL,NULL,2021,1,NULL
1908,N21137835,6,NULL,NULL,2021,1,NULL
1909,N21138527,6,NULL,NULL,2021,1,NULL
1910,N21139627,6,NULL,NULL,2021,1,NULL
1911,N21230391,6,NULL,NULL,2021,1,NULL
1912,N21230598,6,NULL,NULL,2021,1,NULL
1914,N21230705,6,NULL,NULL,2021,1,NULL
1915,N21231433,6,NULL,NULL,2021,1,NULL
1916,N21231645,6,NULL,NULL,2021,1,NULL
1918,N21231859,6,NULL,NULL,2021,1,NULL
1920,N21232762,6,NULL,NULL,2021,1,NULL
1922,N21233489,6,NULL,NULL,2021,1,NULL
1923,N21234574,6,NULL,NULL,2021,1,NULL
1924,N21234681,6,NULL,NULL,2021,1,NULL
1925,N21235326,6,NULL,NULL,2021,1,NULL
1926,N21235617,6,NULL,NULL,2021,1,NULL
1927,N21236253,6,NULL,NULL,2021,1,NULL
1928,N21236452,6,NULL,NULL,2021,1,NULL
1929,N21237091,6,NULL,NULL,2021,1,NULL
1930,N21238110,6,NULL,NULL,2021,1,NULL
1931,N21238294,6,NULL,NULL,2021,1,NULL
1932,N21238426,6,NULL,NULL,2021,1,NULL
1934,N21238746,6,NULL,NULL,2021,1,NULL
1935,N21239302,6,NULL,NULL,2021,1,NULL
1936,N21239572,6,NULL,NULL,2021,1,NULL
1937,N21239576,6,NULL,NULL,2021,1,NULL
1938,N21239577,6,NULL,NULL,2021,1,NULL
1939,N21239604,6,NULL,NULL,2021,1,NULL
1940,N21239758,6,NULL,NULL,2021,1,NULL
1941,2220469001,3,NULL,NULL,2022,1,NULL
1942,2220469002,3,NULL,NULL,2022,1,NULL
1943,2220469003,3,NULL,NULL,2022,1,NULL
1944,2220469004,3,NULL,NULL,2022,1,NULL
1945,2220469005,3,NULL,NULL,2022,1,NULL
1946,2220469006,3,NULL,NULL,2022,1,NULL
1947,2220469007,3,NULL,NULL,2022,1,NULL
1948,2220469008,3,NULL,NULL,2022,1,NULL
1949,2220469009,2,NULL,3,2022,1,NULL
1950,2220469010,3,NULL,NULL,2022,1,NULL
1951,2220469011,3,NULL,NULL,2022,1,NULL
1952,2220469012,3,NULL,NULL,2022,1,NULL
1953,2220469013,3,NULL,NULL,2022,1,NULL
1954,2220469014,3,NULL,NULL,2022,1,NULL
1955,2220469015,2,NULL,4,2022,1,NULL
1956,2220469016,3,NULL,NULL,2022,1,NULL
1957,2220469017,3,NULL,NULL,2022,1,NULL
1958,2220469018,3,NULL,NULL,2022,1,NULL
1959,2220469019,3,NULL,NULL,2022,1,NULL
1960,2220469020,3,NULL,NULL,2022,1,NULL
1961,2220469021,2,NULL,0,2022,1,NULL
1962,2220469022,3,NULL,NULL,2022,1,NULL
1963,2220469023,3,NULL,NULL,2022,1,NULL
1964,2220469024,3,NULL,NULL,2022,1,NULL
1965,2220469025,3,NULL,NULL,2022,1,NULL
1966,2220469026,3,NULL,NULL,2022,1,NULL
1967,2220469027,3,NULL,NULL,2022,1,NULL
1968,2220469028,3,NULL,NULL,2022,1,NULL
1969,2220469029,2,NULL,0.78,2022,1,NULL
1970,2220469030,3,NULL,NULL,2022,1,NULL
1971,2220469031,3,NULL,NULL,2022,1,NULL
1972,2220469032,3,NULL,NULL,2022,1,NULL
1973,2220469033,3,NULL,NULL,2022,1,NULL
1974,2220469034,2,NULL,3.5,2022,1,NULL
1975,2220469035,3,NULL,NULL,2022,1,NULL
1976,2220469036,3,NULL,NULL,2022,1,NULL
1977,2220469037,3,NULL,NULL,2022,1,NULL
1978,2220469038,3,NULL,NULL,2022,1,NULL
1979,2220469039,3,NULL,NULL,2022,1,NULL
1980,2220469040,2,NULL,3.5,2022,1,NULL
1981,2220469041,3,NULL,NULL,2022,1,NULL
1982,2220469042,3,NULL,NULL,2022,1,NULL
1983,2220469043,3,NULL,NULL,2022,1,NULL
1984,2220469044,3,NULL,NULL,2022,1,NULL
1985,2220469045,3,NULL,NULL,2022,1,NULL
1986,2220469046,3,NULL,NULL,2022,1,NULL
1987,2220469047,3,NULL,NULL,2022,1,NULL
1988,2220469048,3,NULL,NULL,2022,1,NULL
1989,2220469049,3,NULL,NULL,2022,1,NULL
1990,2220469050,3,NULL,NULL,2022,1,NULL
1991,2220469051,3,NULL,NULL,2022,1,NULL
1992,2220469052,3,NULL,NULL,2022,1,NULL
1993,2220469053,3,NULL,NULL,2022,1,NULL
1994,2220469054,3,NULL,NULL,2022,1,NULL
1995,2220469055,3,NULL,NULL,2022,1,NULL
1996,2220469056,3,NULL,NULL,2022,1,NULL
1997,2220469057,3,NULL,NULL,2022,1,NULL
1998,2220469058,3,NULL,NULL,2022,1,NULL
1999,2220469059,3,NULL,NULL,2022,1,NULL
2000,2220469060,3,NULL,NULL,2022,1,NULL
2001,2220469061,3,NULL,NULL,2022,1,NULL
2002,2220469062,3,NULL,NULL,2022,1,NULL
2003,2220469063,3,NULL,NULL,2022,1,NULL
2004,2220469064,3,NULL,NULL,2022,1,NULL
2005,2220469065,3,NULL,NULL,2022,1,NULL
2006,2220469066,3,NULL,NULL,2022,1,NULL
2007,2220469067,3,NULL,NULL,2022,1,NULL
2008,2220469068,2,NULL,0,2022,1,NULL
2009,2220469069,3,NULL,NULL,2022,1,NULL
2010,2220469070,3,NULL,NULL,2022,1,NULL
2011,2220469071,3,NULL,NULL,2022,1,NULL
2012,2220469072,3,NULL,NULL,2022,1,NULL
2013,2220469078,3,NULL,NULL,2022,3,NULL
2014,2220469079,3,NULL,NULL,2022,3,NULL
2015,2220469082,3,NULL,NULL,2022,23,NULL
2016,2220469083,2,NULL,3.25,2022,23,NULL
2017,2220469084,3,NULL,NULL,2022,23,NULL
2018,2220469085,3,NULL,NULL,2022,23,NULL
2019,2220469087,3,NULL,NULL,2022,23,NULL
2020,2220469089,3,NULL,NULL,2022,23,NULL
2021,2220469091,3,NULL,NULL,2022,23,NULL
2022,2220469093,3,NULL,NULL,2022,23,NULL
2023,2220469095,3,NULL,NULL,2022,23,NULL
2024,2220469096,3,NULL,NULL,2022,23,NULL
2025,2220469097,3,NULL,NULL,2022,23,NULL
2026,2220469098,3,NULL,NULL,2022,23,NULL
2027,2220469109,3,NULL,NULL,2022,23,NULL
2028,2220469113,3,NULL,NULL,2022,23,NULL
2029,2220469116,3,NULL,NULL,2022,22,NULL
2030,2220469117,3,NULL,NULL,2022,21,NULL
2031,2220469118,3,NULL,NULL,2022,21,NULL
2032,2220469119,3,NULL,NULL,2022,21,NULL
2033,2220469120,2,NULL,3.38,2022,21,NULL
2034,2230469006,2,NULL,3.25,2023,1,NULL
2036,2230469007,3,NULL,NULL,2023,1,NULL
2038,2230469008,3,NULL,NULL,2023,1,NULL
2040,2230469009,3,NULL,NULL,2023,1,NULL
2042,2230469010,3,NULL,NULL,2023,1,NULL
2044,2230469011,3,NULL,NULL,2023,1,NULL
2046,2230469012,3,NULL,NULL,2023,1,NULL
2048,2230469013,3,NULL,NULL,2023,1,NULL
2050,2230469014,3,NULL,NULL,2023,1,NULL
2052,2230469015,3,NULL,NULL,2023,1,NULL
2054,2230469016,3,NULL,NULL,2023,1,NULL
2056,2230469017,3,NULL,NULL,2023,1,NULL
2058,2230469018,3,NULL,NULL,2023,1,NULL
2060,2230469019,3,NULL,NULL,2023,1,NULL
2062,2230469020,3,NULL,NULL,2023,1,NULL
2064,2230469021,3,NULL,NULL,2023,1,NULL
2066,2230469022,3,NULL,NULL,2023,1,NULL
2068,2230469023,3,NULL,NULL,2023,1,NULL
2070,2230469024,3,NULL,NULL,2023,1,NULL
2072,2230469025,3,NULL,NULL,2023,1,NULL
2074,2230469026,3,NULL,NULL,2023,1,NULL
2076,2230469027,3,NULL,NULL,2023,1,NULL
2078,2230469028,3,NULL,NULL,2023,1,NULL
2080,2230469029,3,NULL,NULL,2023,1,NULL
2082,2230469030,3,NULL,NULL,2023,1,NULL
2084,2230469031,3,NULL,NULL,2023,1,NULL
2086,2230469032,3,NULL,NULL,2023,1,NULL
2088,2230469033,3,NULL,NULL,2023,1,NULL
2090,2230469034,3,NULL,NULL,2023,1,NULL
2092,2230469035,3,NULL,NULL,2023,1,NULL
2094,2230469036,2,NULL,3,2023,1,NULL
2096,2230469037,3,NULL,NULL,2023,1,NULL
2098,2230469038,3,NULL,NULL,2023,1,NULL
2100,2230469039,3,NULL,NULL,2023,1,NULL
2102,2230469040,3,NULL,NULL,2023,1,NULL
2104,2230469041,3,NULL,NULL,2023,1,NULL
2106,2230469042,3,NULL,NULL,2023,1,NULL
2108,2230469043,3,NULL,NULL,2023,1,NULL
2110,2230469044,3,NULL,NULL,2023,1,NULL
2112,2230469045,3,NULL,NULL,2023,1,NULL
2114,2230469046,3,NULL,NULL,2023,1,NULL
2116,2230469047,3,NULL,NULL,2023,1,NULL
2118,2230469048,3,NULL,NULL,2023,1,NULL
2120,2230469049,2,NULL,3.5,2023,1,NULL
2122,2230469050,3,NULL,NULL,2023,1,NULL
2124,2230469051,3,NULL,NULL,2023,1,NULL
2126,2230469052,3,NULL,NULL,2023,1,NULL
2128,2230469053,3,NULL,NULL,2023,1,NULL
2130,2230469054,3,NULL,NULL,2023,1,NULL
2132,2230469055,3,NULL,NULL,2023,1,NULL
2134,2230469056,3,NULL,NULL,2023,1,NULL
2136,2230469057,3,NULL,NULL,2023,1,NULL
2138,2230469058,3,NULL,NULL,2023,1,NULL
2140,2230469059,3,NULL,NULL,2023,1,NULL
2142,2230469060,3,NULL,NULL,2023,1,NULL
2144,2230469061,3,NULL,NULL,2023,1,NULL
2146,2230469062,3,NULL,NULL,2023,1,NULL
2148,2230469063,3,NULL,NULL,2023,1,NULL
2150,2230469064,3,NULL,NULL,2023,1,NULL
2152,2230469065,3,NULL,NULL,2023,1,NULL
2154,2230469066,3,NULL,NULL,2023,1,NULL
2156,2230469067,3,NULL,NULL,2023,1,NULL
2158,2230469068,3,NULL,NULL,2023,1,NULL
2160,2230469069,3,NULL,NULL,2023,1,NULL
2162,2230469070,3,NULL,NULL,2023,1,NULL
2164,2230469071,3,NULL,NULL,2023,1,NULL
2166,2230469072,3,NULL,NULL,2023,1,NULL
2168,2230469073,3,NULL,NULL,2023,1,NULL
2170,2230469074,3,NULL,NULL,2023,1,NULL
2172,2230469075,3,NULL,NULL,2023,1,NULL
2174,2230469076,3,NULL,NULL,2023,1,NULL
2176,2230469077,3,NULL,NULL,2023,1,NULL
2178,2230469078,2,NULL,3.8,2023,23,NULL
2180,2230469080,3,NULL,NULL,2023,23,NULL
2182,2230469082,3,NULL,NULL,2023,23,NULL
2184,2230469088,2,NULL,0,2023,23,NULL
2186,2230469094,3,NULL,NULL,2023,23,NULL
2188,2230469095,3,NULL,NULL,2023,23,NULL
2190,2230469098,3,NULL,NULL,2023,23,NULL
2192,2230469100,3,NULL,NULL,2023,23,NULL
2194,2230469106,3,NULL,NULL,2023,23,NULL
2196,2230469107,3,NULL,NULL,2023,23,NULL
2198,2230469108,3,NULL,NULL,2023,23,NULL
2200,2230469109,3,NULL,NULL,2023,23,NULL
2202,2230469110,3,NULL,NULL,2023,23,NULL
2204,2230469111,2,NULL,2.29,2023,23,NULL
2206,2230469112,3,NULL,NULL,2023,23,NULL
2208,2230469113,3,NULL,NULL,2023,23,NULL
2210,2230469114,3,NULL,NULL,2023,23,NULL
2212,2230469115,3,NULL,NULL,2023,23,NULL
2214,2230469116,3,NULL,NULL,2023,23,NULL
2216,2230469118,3,NULL,NULL,2023,21,NULL
2218,2230469119,3,NULL,NULL,2023,21,NULL
2220,2230469120,3,NULL,NULL,2023,21,NULL
2222,2230469121,3,NULL,NULL,2023,3,NULL
2224,2230469122,3,NULL,NULL,2023,22,NULL
2226, id = 2210469103,3,NULL,NULL,2021,21,NULL
2228,N22112219,7,NULL,NULL,NULL,NULL,NULL
2230,N22113644,7,NULL,NULL,NULL,NULL,NULL
2232,N22130090,7,NULL,NULL,NULL,NULL,NULL
2234,N22130231,7,NULL,NULL,NULL,NULL,NULL
2236,N22130830,7,NULL,NULL,NULL,NULL,NULL
2238,N22131061,7,NULL,NULL,NULL,NULL,NULL
2240,N22131236,7,NULL,NULL,NULL,NULL,NULL
2242,N22131966,7,NULL,NULL,NULL,NULL,NULL
2244,N22132716,7,NULL,NULL,NULL,NULL,NULL
2246,N22133212,7,NULL,NULL,NULL,NULL,NULL
2248,N22133560,7,NULL,NULL,NULL,NULL,NULL
2250,N22133720,7,NULL,NULL,NULL,NULL,NULL
2252,N22133854,7,NULL,NULL,NULL,NULL,NULL
2254,N22134331,7,NULL,NULL,NULL,NULL,NULL
2256,N22134434,7,NULL,NULL,NULL,NULL,NULL
2258,N22135802,7,NULL,NULL,NULL,NULL,NULL
2260,N22135976,7,NULL,NULL,NULL,NULL,NULL
2262,N22136110,7,NULL,NULL,NULL,NULL,NULL
2264,N22136755,7,NULL,NULL,NULL,NULL,NULL
2266,N22137332,7,NULL,NULL,NULL,NULL,NULL
2268,N22137339,7,NULL,NULL,NULL,NULL,NULL
2270,N22138352,7,NULL,NULL,NULL,NULL,NULL
2272,N22138371,7,NULL,NULL,NULL,NULL,NULL
2274,N22138427,7,NULL,NULL,NULL,NULL,NULL
2276,N22138437,7,NULL,NULL,NULL,NULL,NULL
2278,N22139031,7,NULL,NULL,NULL,NULL,NULL
2280,N22139043,7,NULL,NULL,NULL,NULL,NULL
2282,N22139345,7,NULL,NULL,NULL,NULL,NULL
2284,N22139499,7,NULL,NULL,NULL,NULL,NULL
2286,N22139605,7,NULL,NULL,NULL,NULL,NULL
2288,N22139784,7,NULL,NULL,NULL,NULL,NULL
2290,N22139967,7,NULL,NULL,NULL,NULL,NULL
2292,N22230103,7,NULL,NULL,NULL,NULL,NULL
2294,N22230482,7,NULL,NULL,NULL,NULL,NULL
2296,N22230520,7,NULL,NULL,NULL,NULL,NULL
2298,N22230707,7,NULL,NULL,NULL,NULL,NULL
2300,N22230878,7,NULL,NULL,NULL,NULL,NULL
2302,N22231961,7,NULL,NULL,NULL,NULL,NULL
2304,N22232289,7,NULL,NULL,NULL,NULL,NULL
2306,N22232723,7,NULL,NULL,NULL,NULL,NULL
2308,N22232960,7,NULL,NULL,NULL,NULL,NULL
2310,N22233392,7,NULL,NULL,NULL,NULL,NULL
2312,N22233648,7,NULL,NULL,NULL,NULL,NULL
2314,N22233826,7,NULL,NULL,NULL,NULL,NULL
2316,N22233932,7,NULL,NULL,NULL,NULL,NULL
2318,N22233933,7,NULL,NULL,NULL,NULL,NULL
2320,N22234698,7,NULL,NULL,NULL,NULL,NULL
2322,N22235531,7,NULL,NULL,NULL,NULL,NULL
2324,N22235544,7,NULL,NULL,NULL,NULL,NULL
2326,N22235928,7,NULL,NULL,NULL,NULL,NULL
2328,N22236075,7,NULL,NULL,NULL,NULL,NULL
2330,N22236172,7,NULL,NULL,NULL,NULL,NULL
2332,N22236233,7,NULL,NULL,NULL,NULL,NULL
2334,N22236456,7,NULL,NULL,NULL,NULL,NULL
2336,N22236796,7,NULL,NULL,NULL,NULL,NULL
2338,N22237022,7,NULL,NULL,NULL,NULL,NULL
2340,N22237318,7,NULL,NULL,NULL,NULL,NULL
2342,N22237764,7,NULL,NULL,NULL,NULL,NULL
2344,N22238466,7,NULL,NULL,NULL,NULL,NULL
2346,N22239262,7,NULL,NULL,NULL,NULL,NULL
2348,N22239781,7,NULL,NULL,NULL,NULL,NULL
2350,N22239822,7,NULL,NULL,NULL,NULL,NULL
2352,N23130699,7,NULL,NULL,NULL,NULL,NULL
2354,N23130764,7,NULL,NULL,NULL,NULL,NULL
2356,N23131394,7,NULL,NULL,NULL,NULL,NULL
2358,N23131398,7,NULL,NULL,NULL,NULL,NULL
2360,N23131915,7,NULL,NULL,NULL,NULL,NULL
2362,N23131917,7,NULL,NULL,NULL,NULL,NULL
2364,N23133070,7,NULL,NULL,NULL,NULL,NULL
2366,N23133762,7,NULL,NULL,NULL,NULL,NULL
2368,N23134238,7,NULL,NULL,NULL,NULL,NULL
2370,N23134558,7,NULL,NULL,NULL,NULL,NULL
2372,N23135398,7,NULL,NULL,NULL,NULL,NULL
2374,N23135400,7,NULL,NULL,NULL,NULL,NULL
2376,N23135553,7,NULL,NULL,NULL,NULL,NULL
2378,N23135697,7,NULL,NULL,NULL,NULL,NULL
2380,N23136312,7,NULL,NULL,NULL,NULL,NULL
2382,N23136654,7,NULL,NULL,NULL,NULL,NULL
2384,N23136666,7,NULL,NULL,NULL,NULL,NULL
2386,N23136693,7,NULL,NULL,NULL,NULL,NULL
2388,N23137062,7,NULL,NULL,NULL,NULL,NULL
2390,N23137362,7,NULL,NULL,NULL,NULL,NULL
2392,N23137669,7,NULL,NULL,NULL,NULL,NULL
2394,N23137934,7,NULL,NULL,NULL,NULL,NULL
2396,N23137958,7,NULL,NULL,NULL,NULL,NULL
2398,N23138002,7,NULL,NULL,NULL,NULL,NULL
2400,N23138014,7,NULL,NULL,NULL,NULL,NULL
2402,N23138286,7,NULL,NULL,NULL,NULL,NULL
2404,N23139247,7,NULL,NULL,NULL,NULL,NULL
2406,N23139305,7,NULL,NULL,NULL,NULL,NULL
2408,N23139704,7,NULL,NULL,NULL,NULL,NULL
2410,2200469074,3,NULL,NULL,2020,3,NULL
2412,2220469121,3,NULL,NULL,2022,4,NULL
2414,2220469122,3,NULL,NULL,2022,4,NULL
2416,2240469001,3,NULL,NULL,2024,1,NULL
2418,2240469002,3,NULL,NULL,2024,1,NULL
2420,2240469003,3,NULL,NULL,2024,1,NULL
2422,2240469004,3,NULL,NULL,2024,1,NULL
2424,2240469005,3,NULL,NULL,2024,1,NULL
2426,2240469006,3,NULL,NULL,2024,1,NULL
2428,2240469007,3,NULL,NULL,2024,1,NULL
2430,2240469008,3,NULL,NULL,2024,1,NULL
2432,2240469009,3,NULL,NULL,2024,1,NULL
2434,2240469010,3,NULL,NULL,2024,1,NULL
2436,2240469011,3,NULL,NULL,2024,1,NULL
2438,2240469012,3,NULL,NULL,2024,1,NULL
2440,2240469013,3,NULL,NULL,2024,1,NULL
2442,2240469014,3,NULL,NULL,2024,1,NULL
2444,2240469015,3,NULL,NULL,2024,1,NULL
2446,2240469016,3,NULL,NULL,2024,1,NULL
2448,2240469017,3,NULL,NULL,2024,1,NULL
2450,2240469018,3,NULL,NULL,2024,1,NULL
2452,2240469019,3,NULL,NULL,2024,1,NULL
2454,2240469020,3,NULL,NULL,2024,1,NULL
2456,2240469021,3,NULL,NULL,2024,1,NULL
2458,2240469022,3,NULL,NULL,2024,1,NULL
2460,2240469023,3,NULL,NULL,2024,1,NULL
2462,2240469024,3,NULL,NULL,2024,1,NULL
2464,2240469025,3,NULL,NULL,2024,1,NULL
2466,2240469026,3,NULL,NULL,2024,1,NULL
2468,2240469027,3,NULL,NULL,2024,1,NULL
2470,2240469028,3,NULL,NULL,2024,1,NULL
2472,2240469029,3,NULL,NULL,2024,1,NULL
2474,2240469030,3,NULL,NULL,2024,1,NULL
2476,2240469031,3,NULL,NULL,2024,1,NULL
2478,2240469032,3,NULL,NULL,2024,1,NULL
2480,2240469033,3,NULL,NULL,2024,1,NULL
2482,2240469034,3,NULL,NULL,2024,1,NULL
2484,2240469035,3,NULL,NULL,2024,1,NULL
2486,2240469036,3,NULL,NULL,2024,1,NULL
2488,2240469037,3,NULL,NULL,2024,1,NULL
2490,2240469038,3,NULL,NULL,2024,1,NULL
2492,2240469039,3,NULL,NULL,2024,1,NULL
2494,2240469040,3,NULL,NULL,2024,1,NULL
2496,2240469041,3,NULL,NULL,2024,1,NULL
2498,2240469042,3,NULL,NULL,2024,1,NULL
2500,2240469043,3,NULL,NULL,2024,1,NULL
2502,2240469044,3,NULL,NULL,2024,1,NULL
2504,2240469045,3,NULL,NULL,2024,1,NULL
2506,2240469046,3,NULL,NULL,2024,1,NULL
2508,2240469047,3,NULL,NULL,2024,1,NULL
2510,2240469048,3,NULL,NULL,2024,1,NULL
2512,2240469049,3,NULL,NULL,2024,1,NULL
2514,2240469050,3,NULL,NULL,2024,1,NULL
2516,2240469051,3,NULL,NULL,2024,1,NULL
2518,2240469052,3,NULL,NULL,2024,1,NULL
2520,2240469053,3,NULL,NULL,2024,1,NULL
2522,2240469054,3,NULL,NULL,2024,1,NULL
2524,2240469055,3,NULL,NULL,2024,1,NULL
2526,2240469056,3,NULL,NULL,2024,1,NULL
2528,2240469057,3,NULL,NULL,2024,1,NULL
2530,2240469058,3,NULL,NULL,2024,1,NULL
2532,2240469059,3,NULL,NULL,2024,1,NULL
2534,2240469060,3,NULL,NULL,2024,1,NULL
2536,2240469061,3,NULL,NULL,2024,1,NULL
2538,2240469062,3,NULL,NULL,2024,1,NULL
2540,2240469063,3,NULL,NULL,2024,1,NULL
2542,2240469064,3,NULL,NULL,2024,1,NULL
2544,2240469065,3,NULL,NULL,2024,1,NULL
2546,2240469066,3,NULL,NULL,2024,1,NULL
2548,2240469067,3,NULL,NULL,2024,1,NULL
2550,2240469068,3,NULL,NULL,2024,1,NULL
2552,2240469069,3,NULL,NULL,2024,1,NULL
2554,2240469070,3,NULL,NULL,2024,1,NULL
2556,2240469071,3,NULL,NULL,2024,1,NULL
2558,2240469072,3,NULL,NULL,2024,1,NULL
2560,2240469073,3,NULL,NULL,2024,1,NULL
2562,2240469074,3,NULL,NULL,2024,1,NULL
2564,2240469075,3,NULL,NULL,2024,1,NULL
2566,2240469076,3,NULL,NULL,2024,1,NULL
2568,2240469077,3,NULL,NULL,2024,1,NULL
2570,2240469078,3,NULL,NULL,1900,4,NULL
2572,2240469079,3,NULL,NULL,1900,4,NULL
2574,2240469080,3,NULL,NULL,1900,4,NULL
2576,2240469081,3,NULL,NULL,1900,4,NULL
2578,2240469083,3,NULL,NULL,2024,21,NULL
2580,2240469085,3,NULL,NULL,2024,21,NULL
2582,2240469086,3,NULL,NULL,2024,23,NULL
2584,2240469087,3,NULL,NULL,1900,23,NULL
2586,2240469088,3,NULL,NULL,1900,23,NULL
2588,2240469089,3,NULL,NULL,1900,23,NULL
2590,2240469090,3,NULL,NULL,2024,23,NULL
2592,2240469091,3,NULL,NULL,1900,23,NULL
2594,2240469092,3,NULL,NULL,1900,23,NULL
2596,2240469093,3,NULL,NULL,1900,23,NULL
2598,2240469094,3,NULL,NULL,1900,23,NULL
2600,2240469095,3,NULL,NULL,1900,23,NULL
2602,2240469096,3,NULL,NULL,2024,23,NULL
2604,2240469097,3,NULL,NULL,1900,23,NULL
2606,2240469099,3,NULL,NULL,1900,23,NULL
2608,2240469100,3,NULL,NULL,1900,23,NULL
2610,2240469101,3,NULL,NULL,1900,23,NULL
2612,2240469102,3,NULL,NULL,2024,23,NULL
2614,2240469103,3,NULL,NULL,2024,23,NULL
2616,2240469104,3,NULL,NULL,2024,23,NULL
2618,2240469105,3,NULL,NULL,1900,23,NULL
2620,2240469106,3,NULL,NULL,1900,23,NULL
2622,2240469107,3,NULL,NULL,1900,23,NULL
2624,2240469108,3,NULL,NULL,2024,23,NULL
2626,2240469109,3,NULL,NULL,1900,23,NULL
2628,2240469110,3,NULL,NULL,1900,23,NULL
2630,2240469111,3,NULL,NULL,1900,23,NULL
2632,2240469112,3,NULL,NULL,1900,23,NULL
2634,2240469113,3,NULL,NULL,1900,23,NULL
2636,2240469114,3,NULL,NULL,1900,23,NULL
2638,2240469116,3,NULL,NULL,1900,4,NULL
2640,2240469117,3,NULL,NULL,1900,4,NULL
2646,N14322941,16,NULL,2.72,2020,34,30.06.2022
2648,N20147694,16,NULL,3.48,2020,34,30.06.2022
2650,N21144319,16,NULL,1.81,2021,34,20.07.2023
2654,20727466,12,NULL,3.38,2007,1,21.09.2010
2656,20727634,12,NULL,1.56,2007,1,17.11.2008
2658,20829291,12,NULL,3.59,2008,1,05.10.2009
2660,20829402,12,NULL,2.75,2008,1,31.08.2010
2662,20829449,12,NULL,3.29,2008,1,20.09.2011
2664,20829674,12,NULL,3.36,2008,1,23.08.2010
2666,20829688,12,NULL,3.59,2008,1,20.09.2011
2668,20929913,12,NULL,3.22,2009,1,20.09.2010
2670,20929979,12,NULL,3.44,2009,1,20.09.2011
2672,20930207,12,NULL,0,2009,1,24.08.2011
2674,21030684,12,NULL,3.62,2010,1,19.09.2012
2676,21030789,12,NULL,3.71,2010,1,21.09.2011
2678,21030852,12,NULL,3.26,2010,1,19.09.2012
2680,21031131,12,NULL,1.82,2010,1,20.08.2013
2682,21130865,12,NULL,1.66,2011,1,09.07.2014
2684,21130923,12,NULL,3.15,2011,1,18.09.2013
2686,21130994,12,NULL,3.25,2011,1,26.08.2013
2688,21131216,12,NULL,3.25,2011,1,17.09.2013
2690,21131287,12,NULL,0.41,2011,1,13.09.2017
2692,21232518,12,NULL,0,2012,1,01.09.2014
2694,21232575,12,NULL,0.58,2012,1,11.11.2015
2696,21232594,12,NULL,2.5,2012,1,06.08.2014
2698,21232738,12,NULL,0.84,2012,1,02.09.2013
2700,21305863,12,NULL,3.25,2013,4,31.08.2016
2702,21332038,12,NULL,2.71,2013,1,22.12.2014
2704,21332431,12,NULL,0.46,2013,1,17.10.2019
2706,21431012,12,NULL,0.72,2014,1,11.08.2016
2708,21431078,12,NULL,1.32,2014,1,27.10.2016
2710,21431097,12,NULL,2.95,2014,1,03.11.2016
2712,21431103,12,NULL,3.14,2014,1,14.10.2015
2714,21431122,12,NULL,1.84,2014,1,11.08.2017
2716,21431284,12,NULL,0.49,2014,1,14.08.2017
2718,21483617,12,NULL,0,2014,3,31.08.2016
2720,21485658,12,NULL,0,2014,3,31.08.2016
2722,21504792,12,NULL,0,2015,4,23.08.2016
2724,21531102,12,NULL,3.54,2015,1,21.01.2019
2726,21531278,12,NULL,3.16,2015,1,18.10.2017
2728,21531355,12,NULL,3.04,2015,1,09.11.2016
2730,21531408,12,NULL,1.6,2015,1,03.11.2016
2732,21531446,12,NULL,3.54,2015,1,21.10.2016
2734,21583946,12,NULL,0,2015,3,28.06.2017
2736,21584368,12,NULL,0,2015,3,01.11.2016
2738,21604293,12,NULL,0,2016,3,03.09.2018
2740,21605841,12,NULL,0.23,2016,5,23.07.2020
2742,21631349,12,NULL,3,2016,1,10.10.2017
2744,21631368,12,NULL,1.27,2016,1,12.09.2018
2746,21631373,12,NULL,0,2016,1,11.08.2017
2748,21631412,12,NULL,4,2016,1,03.09.2018
2750,21631627,12,NULL,4,2016,1,17.07.2017
2752,21631737,12,NULL,0,2016,1,14.08.2018
2754,21631742,12,NULL,1.5,2016,1,13.12.2017
2756,21631789,12,NULL,4,2016,1,17.02.2017
2758,21696282,12,NULL,2.65,2016,5,13.11.2019
2760,21700353,12,NULL,0,2017,4,07.09.2017
2762,21731879,12,NULL,1.27,2017,1,18.09.2019
2764,21804468,12,NULL,0,2018,3,01.09.2020
2766,21808264,12,NULL,0.95,2018,23,07.08.2019
2768,21831242,12,NULL,3.22,2018,1,24.09.2019
2770,21831294,12,NULL,3,2018,1,26.09.2019
2772,21831399,12,NULL,2.57,2018,1,19.11.2020
2774,21831529,12,NULL,4,2018,1,18.11.2019
2776,21831553,12,NULL,1.88,2018,1,21.11.2019
2778,21911767,12,NULL,3.92,2019,5,31.08.2023
2780,21947914,12,NULL,4,2019,1,01.09.2020
2782,21947952,12,NULL,3.57,2019,1,22.10.2020
2784,21948058,12,NULL,1.11,2019,1,18.08.2021
